input,answer,predict,bleu
"道 に 進 ま 進ん で 
",['そう です よ ね \r\n'],['あー そう な ん です ね \r\n'],[1.331960397810445e-231]
"道 に 進 ま 進ん で わたくし は まいり まし た です から 
","['ええ あ そう です か \r\n', 'へー \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[6.92146479421133e-232, 6.92146479421133e-232]"
"道 に 進 ま 進ん で わたくし は まいり まし た です から 小さい 時 から えーと 親戚 父方 の 親戚 に お 医者 様 が 多かっ た の で 
","['あー はい はい \r\n', 'ああ \r\n', 'あ お 医者 さん が \r\n', 'あー \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[6.172955928576019e-232, 6.172955928576019e-232, 6.172955928576019e-232, 6.172955928576019e-232]"
"道 に 進 ま 進ん で わたくし は まいり まし た です から 小さい 時 から えーと 親戚 父方 の 親戚 に お 医者 様 が 多かっ た の で 父 は わたくし を 
",['なるほど ええ \r\n'],['あー そう な ん です か \r\n'],[1.384292958842266e-231]
"道具 と いう もの は なかっ た です ね 
","['あー あー そー な ん です ねー \r\n', 'うん \r\n', 'うーん はい \r\n', 'うん うん うん そう です ね \r\n', 'ええ なかっ た ん です ね \r\n', 'そう な ん です か \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.1011252453120507e-231, 1.1011252453120507e-231, 1.1011252453120507e-231, 1.1011252453120507e-231, 1.1011252453120507e-231, 1.1011252453120507e-231]"
"道具 を 
",['そう です か \r\n'],['はい あー そう な ん です ね \r\n'],[1.2183324802375697e-231]
"道具 を 使う と なる と あと は 自分 たち で 工夫 し て その 道具 を 作る と 
","['時代 が \r\n', 'ご 自分 で 工夫 さ れる ん です ね \r\n', '作る \r\n', 'あっ 作ら なく ちゃ いけ ない ん です ねー \r\n', 'そう です よ ね \r\n', 'あー \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[8.42013185617757e-232, 8.42013185617757e-232, 8.42013185617757e-232, 8.42013185617757e-232, 8.42013185617757e-232, 8.42013185617757e-232]"
"道具 を 運ん だり する の に 
",['あ はい \r\n'],['あ はい \r\n'],[1.646211035903463e-231]
"道具 を 運ん だり する の に そこ まで 自転 車 で えー 
",['えー 自転 車 で \r\n'],['あ そう な ん です ね \r\n'],[1.331960397810445e-231]
"道順 は 
",['あ そう な ん です ね \r\n'],['あ そう な ん です ね \r\n'],[1.4959003140449574e-231]
"道順 は わかっ て いる つもり です が 
",['あー あ はい \r\n'],['あー そう な ん です ね \r\n'],[1.4488496539373276e-231]
"道順 は わかっ て おり まし た から 
","['ああ ああ じゃ あ 良かっ た です \r\n', 'あっ そう な ん です ね \r\n', 'あ はい はい \r\n', 'ええ ええ あ そう です ね \r\n', 'あー そう です ね 良かっ た です ね \r\n', 'あ わかっ てらし た ん です ね \r\n', 'よく ご 存じ の ところ で はい \r\n', 'あっ じゃあ もう 完璧 です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.2636894430671282e-231, 1.2636894430671282e-231, 1.2636894430671282e-231, 1.2636894430671282e-231, 1.2636894430671282e-231, 1.2636894430671282e-231, 1.2636894430671282e-231, 1.2636894430671282e-231]"
"道順 は 大体 わかっ て おり まし た けど 
","['あ そう な ん です ね ええ \r\n', 'はっ そう な ん です ね \r\n', 'あー はい \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.4112469912500664e-231, 1.4112469912500664e-231, 1.4112469912500664e-231]"
"達 と おー 一緒 に 遊ん だ 
",['へー \r\n'],['あ そう です か \r\n'],[0.0]
"達 と おー 一緒 に 遊ん だ 記憶 が あー 鮮明 に 
","['そう です よ ね \r\n', '野球 な ん です ね \r\n']","['はい あー そう な ん です ね \r\n', 'はい あー そう な ん です ね \r\n']","[1.4097399941087057e-231, 1.4097399941087057e-231]"
"達 と おー 一緒 に 遊ん だ 記憶 が あー 鮮明 に 覚え て おり ます 
","['はー 鮮明 に \r\n', 'あ そう です か \r\n', 'あ そう な ん です ね \r\n', 'はあ そう な ん です か はい \r\n', 'ええ \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.0819412562322377e-231, 1.0819412562322377e-231, 1.0819412562322377e-231, 1.0819412562322377e-231, 1.0819412562322377e-231]"
"違い を 互い に 認め合う 
","['認め合う こと です か \r\n', 'ああ うん うん なるほど はい はい はい \r\n', 'うん うん うーん \r\n', 'あー はい \r\n', 'ああ \r\n', 'そう です よ ね \r\n', 'うん そう です ね \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.0129124208674067e-231, 1.0129124208674067e-231, 1.0129124208674067e-231, 1.0129124208674067e-231, 1.0129124208674067e-231, 1.0129124208674067e-231, 1.0129124208674067e-231]"
"違う お 父 さん もう 
",['あ \r\n'],['あ \r\n'],[1.821831989445342e-231]
"違う お 父 さん もう 一人 の 人 も 
","['ああ \r\n', 'うーん \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"違う お 父 さん もう 一人 の 人 も 違う お 父 さん って そんな 
",['あっ \r\n'],['あー \r\n'],[0.0]
"違う お 父 さん もう 一人 の 人 も 違う お 父 さん って そんな 関係 だ って 
","['複雑 \r\n', 'うーん うん \r\n', '複雑 です ね \r\n', 'ええ \r\n']","['はー \r\n', 'はー \r\n', 'はー \r\n', 'はー \r\n']","[0.0, 0.0, 0.0, 0.0]"
"遠かっ た の で 
",['あー \r\n'],['あー \r\n'],[0.0]
"遠かっ た の で えー 
",['今回 は \r\n'],['あー \r\n'],[0.0]
"適合 する の で は ない か 
","['そう です か ね \r\n', '合っ て ます ね うん \r\n', 'あー はい \r\n', 'あー 素晴らしい です ね \r\n', 'はー \r\n', 'あ 本当 に \r\n', 'えー えー えへ \r\n', 'うーん \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[9.889950357930864e-232, 9.889950357930864e-232, 9.889950357930864e-232, 9.889950357930864e-232, 9.889950357930864e-232, 9.889950357930864e-232, 9.889950357930864e-232, 9.889950357930864e-232]"
"適当 な 汗 を 
",['ん ふふ \r\n'],['はい \r\n'],[0.0]
"適当 な 汗 を かい て いい 運動 に 
","['ふふっ \r\n', 'あ 良かっ た です か \r\n']","['あ \r\n', 'あ \r\n']","[5.2591759476231526e-232, 5.2591759476231526e-232]"
"適当 な 汗 を かい て いい 運動 に なり まし た 
","['あ よろしかっ た です か \r\n', '運動 に なり まし た か \r\n', 'あっ そう な ん です ね \r\n', 'あ そう です か \r\n', 'そう です ね \r\n', 'いい 感じ に なっ て \r\n', 'あ そう です か \r\n', 'あー 良かっ た です はい \r\n', 'あ そう 言っ て いただける と 嬉しい です \r\n']","['あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n', 'あ そう な ん です ね \r\n']","[1.2203647102386702e-231, 1.2203647102386702e-231, 1.2203647102386702e-231, 1.2203647102386702e-231, 1.2203647102386702e-231, 1.2203647102386702e-231, 1.2203647102386702e-231, 1.2203647102386702e-231, 1.2203647102386702e-231]"
"選抜 大学 選抜 チーム と の 試合 を 
",['はぁー \r\n'],['はー \r\n'],[1.5319719891192393e-231]
"選抜 大学 選抜 チーム と の 試合 を 初めて 
",['あ \r\n'],['あー \r\n'],[6.702145341854094e-232]
"選抜 大学 選抜 チーム と の 試合 を 初めて まー 
","['すごーい \r\n', 'わー \r\n', 'そう な ん です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.467928179456157e-231, 1.467928179456157e-231, 1.467928179456157e-231]"
"選抜 大学 選抜 チーム と の 試合 を 初めて まー 見 に 行っ た ん です けど も 
","['はー はい \r\n', 'へー \r\n', 'えー \r\n', 'うわー \r\n', 'はー そう な ん です か はい \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[8.94464125384808e-232, 8.94464125384808e-232, 8.94464125384808e-232, 8.94464125384808e-232, 8.94464125384808e-232]"
"部長 から 
",['はい 部長 さん から \r\n'],['はい あー そう な ん です ね \r\n'],[1.1200407237786664e-231]
"都営 
","['色々 乗り換える から \r\n', '都営 うーん なかなか もう 難しい です よ ね 覚え れる の \r\n', '大 江戸 線 を 使っ て はい \r\n', 'うん うん うん うん 大 江戸 線 を 使っ て \r\n', 'はい 都営 の あ ゆっくり 思い出し て くださっ て 結構 です \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[9.827020424255457e-232, 9.827020424255457e-232, 9.827020424255457e-232, 9.827020424255457e-232, 9.827020424255457e-232]"
"都営 地下 鉄 に 乗っ て 
","['地下 鉄 に 乗っ て \r\n', 'ああ はい \r\n']","['あー はい \r\n', 'あー はい \r\n']","[1.2180640741834483e-231, 1.2180640741834483e-231]"
"都営 大 江戸 線 を 
","['あ はい \r\n', 'おお \r\n', '都営 大 江戸 線 \r\n']","['はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n']","[9.220839198940432e-232, 9.220839198940432e-232, 9.220839198940432e-232]"
"都営 大 江戸 線 を 使っ て 
","['はい はい 使っ て それ から ど \r\n', 'はい ええ ええ そう です ね うん \r\n']","['はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n']","[9.594503055152632e-232, 9.594503055152632e-232]"
"都庁 で 乗り換え まし て 
","['あ はい ええ \r\n', 'あ はい \r\n', 'あ 都庁 で 乗り換え た ん です ね \r\n', 'あっ 都庁 で はい \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.3289972709562614e-231, 1.3289972709562614e-231, 1.3289972709562614e-231, 1.3289972709562614e-231]"
"都庁 前 
",['はい 都庁 前 \r\n'],['はい はい \r\n'],[1.2183324802375697e-231]
"都庁 前 で 乗り まし て それ から 
","['ああ はあはあ \r\n', 'あー そう です か \r\n']","['あー はい はい \r\n', 'あー はい はい \r\n']","[1.204135238849041e-231, 1.204135238849041e-231]"
"都庁 前 で 乗り まし て それ から さらに そこ から です ね 
",['わー 凄い \r\n'],['あ はい \r\n'],[1.2882297539194154e-231]
"都庁 前 で 乗り換え て 
","['あ \r\n', '乗り換え さ れ て \r\n', '乗り換え て \r\n', 'あ はい \r\n', 'うん あ \r\n', 'あ はい \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.5441331299627768e-231, 1.5441331299627768e-231, 1.5441331299627768e-231, 1.5441331299627768e-231, 1.5441331299627768e-231, 1.5441331299627768e-231]"
"都庁 前 で 乗り換え て こちら の 駅 まで やっ て 来 まし た 
","['あ 近い ん です ね \r\n', 'あ はい あ そう な ん です か \r\n', 'へえ \r\n', 'あっ そー な ん です ねー \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[8.326451249361528e-232, 8.326451249361528e-232, 8.326451249361528e-232, 8.326451249361528e-232]"
"酒 を 酌み 交わし て 
",['あ \r\n'],['あー そう な ん です か \r\n'],[1.821831989445342e-231]
"酒 を 酌み 交わし て 昔 の 
","['あー そー です かー \r\n', 'はあ \r\n', 'お 付き合い が ずっと ある \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[8.464515933105324e-232, 8.464515933105324e-232, 8.464515933105324e-232]"
"酒 を 酌み 交わし て 昔 の 話 を 
","['あー いい です ね \r\n', 'あー そう な ん です か \r\n', '交流 が ある ん です か \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.2837784390519655e-231, 1.2837784390519655e-231, 1.2837784390519655e-231]"
"野球 その もの も 
",['野球 うん \r\n'],['あ \r\n'],[0.0]
"野球 で 
",['えー 凄い \r\n'],['あ はい \r\n'],[1.384292958842266e-231]
"野球 の 
","['わかり ます \r\n', 'そう 言い ます よ ねー \r\n']","['そう です ね \r\n', 'そう です ね \r\n']","[1.2180640741834483e-231, 1.2180640741834483e-231]"
"野球 は 好き で 
","['あっ そう な ん です ねー \r\n', 'あー はい \r\n', 'あー 野球 いい です ね \r\n', 'あー 野球 は \r\n', 'あ はい はい \r\n', '野球 も さ れ た ん です ね \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[1.2099881306572052e-231, 1.2099881306572052e-231, 1.2099881306572052e-231, 1.2099881306572052e-231, 1.2099881306572052e-231, 1.2099881306572052e-231]"
"金曜 日 
","['金曜 日 え え 木 金 と \r\n', 'へえ \r\n', 'あ あ \r\n', '木曜 日 と 金曜 日 な ん です ね \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[8.757188619949089e-232, 8.757188619949089e-232, 8.757188619949089e-232, 8.757188619949089e-232]"
"釘 が 
",['木 の 中 \r\n'],['うーん \r\n'],[0.0]
"釘 が 5 本 だ か 
",['ああ \r\n'],['あー そう な ん です ね \r\n'],[0.0]
"釘 が 5 本 だ か 6 本 だ か 
",['そう です そう です \r\n'],['あー そう な ん です か \r\n'],[1.1200407237786664e-231]
"釘 が 5 本 だ か 6 本 だ か 釘 調 の 
","['あー ほう ほう ほう うん \r\n', 'そうそう そう \r\n', 'そう です ね はい はい \r\n', 'あー ええ ええ \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.2023118287186133e-231, 1.2023118287186133e-231, 1.2023118287186133e-231, 1.2023118287186133e-231]"
"釘 が 5 本 だ か 6 本 だ か 釘 調 の 突起 が で て おり まし て 
","['うん うん そう です ね \r\n', 'ああ はい はい \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.2345911857152037e-231, 1.2345911857152037e-231]"
"釘 が 5 本 だ か 6 本 だ か 釘 調 の 突起 が で て おり まし て その 木 の 
",['くぎ \r\n'],['うーん \r\n'],[0.0]
"針 針 を 使っ た か 
",['針 を 使っ て \r\n'],['あー \r\n'],[0.0]
"針 針 を 使っ た か 指 で 
","['うーん \r\n', 'うーん \r\n']","['うーん \r\n', 'うーん \r\n']","[0.0, 0.0]"
"針 針 を 使っ た か 指 で 絡め て いっ た の か 
","['へ えー \r\n', 'あー 針 も あっ た か な \r\n']","['あ はい \r\n', 'あ はい \r\n']","[1.1718716321787646e-231, 1.1718716321787646e-231]"
"針 針 を 使っ た か 指 で 絡め て いっ た の か ちょっと 
",['針 だっ た か \r\n'],['あ はい \r\n'],[1.1200407237786664e-231]
"針 針 を 使っ た か 指 で 絡め て いっ た の か ちょっと 覚え て おり ませ ん 
","['あー ああ はあはあ はい はい \r\n', 'どう でし た か ねー \r\n']","['あー はい はい はい はい \r\n', 'あー はい はい はい はい \r\n']","[1.0381633023717628e-231, 1.0381633023717628e-231]"
"釣り を し て たって 
","['あ \r\n', 'ふーん \r\n']","['あ \r\n', 'あ \r\n']","[9.10915994722671e-232, 9.10915994722671e-232]"
"釣り を する 船 じゃ なく て あのー 港 に とまっ てる 船 から 
","['うーん \r\n', 'あー はい \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"鉢 の その 成長 の 糧 を 見る の が 
",['あー \r\n'],['あー そう な ん です ね \r\n'],[0.0]
"鉢 の その 成長 の 糧 を 見る の が 本当 に 
","['ああ \r\n', 'あっ そう な ん です ねー \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[6.582797117319652e-232, 6.582797117319652e-232]"
"鉢 の その 成長 の 糧 を 見る の が 本当 に 今 は 
",['へえ \r\n'],['あー \r\n'],[0.0]
"鉢 の その 成長 の 糧 を 見る の が 本当 に 今 は 楽しみ に 
","['あ \r\n', 'うんと \r\n', '楽しみ \r\n']","['あ \r\n', 'あ \r\n', 'あ \r\n']","[6.07277329815114e-232, 6.07277329815114e-232, 6.07277329815114e-232]"
"鉢 の その 成長 の 糧 を 見る の が 本当 に 今 は 楽しみ に し て おり ます 
","['凄い うん \r\n', 'あー そう な ん です ねー \r\n', 'あー 楽しみ です \r\n', 'うーん 愛情 持っ て 育て てる ん です ね \r\n', 'はー そう な ん です ね \r\n', 'へー そう な ん です ね \r\n', 'はい わー すごい 素敵 です ねー \r\n', 'そう な ん です ね 綺麗 に さ れ てる ん です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.2868383129914049e-231, 1.2868383129914049e-231, 1.2868383129914049e-231, 1.2868383129914049e-231, 1.2868383129914049e-231, 1.2868383129914049e-231, 1.2868383129914049e-231, 1.2868383129914049e-231]"
"録音 テープ 当時 は まだ 
","['はー \r\n', 'あー \r\n']","['あー \r\n', 'あー \r\n']","[7.659859945596196e-232, 7.659859945596196e-232]"
"録音 テープ 当時 は まだ あの オープン リール の 
",['録音 テープ はい \r\n'],['あ \r\n'],[0.0]
"長い こと やっ て おり まし た 
","['そー な ん です ねー \r\n', 'あ そう です か ー うん うん \r\n', 'あー そう な ん です ね \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.4031382576135317e-231, 1.4031382576135317e-231, 1.4031382576135317e-231]"
"長屋 門 の 
","['長屋 門 と いう ん です ね \r\n', '1 0 メートル はい \r\n']","['あ はい \r\n', 'あ はい \r\n']","[1.0397455146469648e-231, 1.0397455146469648e-231]"
"長屋 門 の 立派 な 
",['おー \r\n'],['あー はい はい \r\n'],[1.5319719891192393e-231]
"長生き でき ない ん じゃ ない か って 
",['あー \r\n'],['あー そう な ん です か \r\n'],[0.0]
"長生き でき ない ん じゃ ない か って いう よう な 
","['うーん うん \r\n', 'ええ \r\n', 'そー でし た かー \r\n', 'へー はい \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[1.0640263770228746e-231, 1.0640263770228746e-231, 1.0640263770228746e-231, 1.0640263770228746e-231]"
"長男 が あー 生まれ た 時 の おー 
",['あ はい \r\n'],['あー そう な ん です ね \r\n'],[1.646211035903463e-231]
"長男 が 生まれ た って 電報 が 
",['えー そう な ん です か \r\n'],['あー そう な ん です か \r\n'],[1.4147351699132998e-231]
"長男 が 生まれ た って 電報 が 入っ た よ っと 
","['ああ \r\n', 'まあ \r\n', 'あー \r\n', 'おお \r\n', 'へえ \r\n', 'ええ \r\n', 'はあ \r\n', 'ええ \r\n', 'あー \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
"門 で ござい ます 
","['はい 立派 です ね \r\n', 'へえ \r\n', 'そー です ねー 立派 です ね 大きい です ね \r\n', 'へえ \r\n', 'それ は 立派 です ね うん うん うん \r\n', 'あー そう な ん です ね うーん \r\n', 'はあ \r\n']","['あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n', 'あー そう な ん です か \r\n']","[6.38932545687278e-232, 6.38932545687278e-232, 6.38932545687278e-232, 6.38932545687278e-232, 6.38932545687278e-232, 6.38932545687278e-232, 6.38932545687278e-232]"
"門 を 
",['ああ はい \r\n'],['あー \r\n'],[0.0]
"門 を 探し に 
","['門 を \r\n', 'ああ \r\n']","['うーん \r\n', 'うーん \r\n']","[0.0, 0.0]"
"門 を 探し に 行く こと が 
",['あっ \r\n'],['あー そう な ん です ね \r\n'],[0.0]
"門 を 探し に 行く こと が 一 つ 
","['門 を 探し に 行く こと が 一 つ な ん です ね \r\n', 'あ はい ええ \r\n', 'そー でし た よ ねー はい \r\n', 'うーん そう です ね うん \r\n', 'はー はい はい \r\n', 'いい です ね はい \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.170181375986181e-231, 1.170181375986181e-231, 1.170181375986181e-231, 1.170181375986181e-231, 1.170181375986181e-231, 1.170181375986181e-231]"
"関西 
","['あ 関西 \r\n', '関西 \r\n', 'ええ わー \r\n', 'あ \r\n', '関西 も \r\n']","['はー \r\n', 'はー \r\n', 'はー \r\n', 'はー \r\n', 'はー \r\n']","[2.5764595078388306e-232, 2.5764595078388306e-232, 2.5764595078388306e-232, 2.5764595078388306e-232, 2.5764595078388306e-232]"
"降り た 駅 で 昔 は 連絡 板 と いう の が 
","['ええ あー \r\n', 'あ \r\n', 'あ \r\n']","['あ \r\n', 'あ \r\n', 'あ \r\n']","[1.214554659630228e-231, 1.214554659630228e-231, 1.214554659630228e-231]"
"降り た 駅 で 昔 は 連絡 板 と いう の が 駅 に 
","['そう でし た ね \r\n', 'あり まし た ね \r\n']","['あー はい はい \r\n', 'あー はい はい \r\n']","[1.1200407237786664e-231, 1.1200407237786664e-231]"
"降り た 駅 で 昔 は 連絡 板 と いう の が 駅 に あり まし た の で 
","['あ あり まし た あり まし た \r\n', 'ああ はい はい はい \r\n', 'あり まし た よ ね \r\n', 'あ はー \r\n', 'あり まし た ね \r\n', 'あっ \r\n', 'あー \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[8.754724955339921e-232, 8.754724955339921e-232, 8.754724955339921e-232, 8.754724955339921e-232, 8.754724955339921e-232, 8.754724955339921e-232, 8.754724955339921e-232]"
"降り た 駅 で 昔 は 連絡 板 と いう の が 駅 に あり まし た の で で わたくし は 
",['ええ ええ \r\n'],['あー \r\n'],[0.0]
"降り た 駅 で 昔 は 連絡 板 と いう の が 駅 に あり まし た の で で わたくし は 一番 初め の 何 と か 軽井沢 と いう 所 で 降り まし て その 駅 の 連絡 板 と いう の を 
",['懐かしい \r\n'],['あー \r\n'],[0.0]
"降り て 
",['降り て \r\n'],['あー \r\n'],[0.0]
"降り て から 
",['はい 降り て から \r\n'],['あ はい \r\n'],[1.1200407237786664e-231]
"降り て そい で ここ まで 
","['いらっしゃっ た はい \r\n', 'はあ \r\n', 'あ はい \r\n']","['あ はい \r\n', 'あ はい \r\n', 'あ はい \r\n']","[9.548478387136775e-232, 9.548478387136775e-232, 9.548478387136775e-232]"
"降り なかっ た そう な ん です 
","['あっ そう な ん です か \r\n', 'あ そう です か \r\n', 'は そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'ああ \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.159885428777053e-231, 1.159885428777053e-231, 1.159885428777053e-231, 1.159885428777053e-231, 1.159885428777053e-231]"
"階段 を 使っ て 
",['階段 で \r\n'],['あ はい \r\n'],[1.384292958842266e-231]
"階段 を 使っ て 地上 に 出 まし た 
","['あ そう です か ー 大変 です ね \r\n', 'は そう な ん です ね \r\n', 'あ はい \r\n']","['あ そう な ん です か \r\n', 'あ そう な ん です か \r\n', 'あ そう な ん です か \r\n']","[1.393700979868321e-231, 1.393700979868321e-231, 1.393700979868321e-231]"
"隠れ て み たり 
","['へえ \r\n', 'ええ ええ あー はい \r\n', '隠れ て み たり \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[7.466938158524442e-232, 7.466938158524442e-232, 7.466938158524442e-232]"
"隣 で 
","['痛 そう に \r\n', 'ああ あはっ \r\n']","['あー \r\n', 'あー \r\n']","[6.441148769597077e-232, 6.441148769597077e-232]"
"雑貨 雑貨 
","['そっち の ほう に \r\n', 'はあ \r\n']","['あー \r\n', 'あー \r\n']","[0.0, 0.0]"
"雑貨 雑貨 は に 
",['あ \r\n'],['あー \r\n'],[6.702145341854094e-232]
"離れ た ところ に ござい ます 
","['はい あー そー な ん です ね 明治 神宮 の \r\n', 'へえ \r\n', 'あー そう な ん です か \r\n', 'はい わー 素敵 です ね お ち 近く に ある ん です ね \r\n', 'あ はい あ そう です か \r\n', 'やー いい とこ に お 住まい です ね \r\n']","['はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n', 'はい あ そう な ん です か \r\n']","[9.699988956421306e-232, 9.699988956421306e-232, 9.699988956421306e-232, 9.699988956421306e-232, 9.699988956421306e-232, 9.699988956421306e-232]"
"難し って 
",['あー \r\n'],['あー \r\n'],[0.0]
"難し って こと を 
","['うーん \r\n', 'えー \r\n', 'あー \r\n']","['あー \r\n', 'あー \r\n', 'あー \r\n']","[0.0, 0.0, 0.0]"
"難し って こと を あの 
","['あっ \r\n', 'そう な ん です か \r\n']","['あ \r\n', 'あ \r\n']","[0.0, 0.0]"
"難し って こと を あの 言わ れ た ん です 
","['あ はい \r\n', 'はあ そう な ん です ね \r\n', 'へえ \r\n', 'そう な ん です か \r\n', 'えっ そう だっ た ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー はい \r\n']","['あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n', 'あー そう な ん です ね \r\n']","[1.2152821296032357e-231, 1.2152821296032357e-231, 1.2152821296032357e-231, 1.2152821296032357e-231, 1.2152821296032357e-231, 1.2152821296032357e-231, 1.2152821296032357e-231]"
